x_mm,y_mm,z_mm,edep_keV
-1.89314,3.1785,2.07756,2.64967
-1.89312,3.17849,2.07753,10.6663
-3.46994,-0.615117,1.42025,11.684
-3.45639,-0.615117,1.42025,0.125305
-3.45636,-0.615093,1.42027,13.1907
2.05993,2.67925,-7.76711,2.197
2.06049,2.68048,-7.76626,0.955818
2.06051,2.68057,-7.76627,21.8472
-0.112186,0.161162,4.27181,9.884
-0.103445,0.161162,4.27181,0.0132519
-0.103469,0.161119,4.2718,15.1027
-1.79711,3.42188,1.2091,11.139
-1.79701,3.42188,1.2091,0.81531
-1.79699,3.42187,1.20908,0.715914
-1.79699,3.42183,1.20907,0.661626
-1.79702,3.42181,1.20905,0.0231103
-1.79701,3.42182,1.20903,0.523253
-1.79701,3.42184,1.209,0.4971
-1.79702,3.42187,1.20898,0.647165
-1.79702,3.42189,1.20896,0.238695
-1.79703,3.42191,1.20894,0.0884882
-1.79705,3.42192,1.20893,0.176292
-1.79707,3.42193,1.20893,0.161669
-1.79709,3.42195,1.20893,0.216113
-1.79711,3.42194,1.20894,0.725107
-1.79714,3.42194,1.20893,0.27799
-1.79715,3.42194,1.20892,1.01385
-1.79717,3.42195,1.20892,0.879149
-1.79718,3.42194,1.20894,0.830017
-1.79718,3.42194,1.20894,0.0119551
-1.79718,3.42194,1.20894,0.453842
-1.79718,3.42194,1.20895,0.0124982
-1.79718,3.42194,1.20896,0.086942
-1.79717,3.42193,1.20896,0.0254565
-1.79717,3.42193,1.20896,0.0579109
-1.79717,3.42192,1.20897,0.043909
-1.79717,3.42193,1.20898,0.107885
-1.50241,3.65117,1.3543,0.110664
-1.50241,3.65116,1.3543,0.0135645
-1.50241,3.65116,1.3543,0.122798
-1.50241,3.65116,1.3543,0.036685
-1.50241,3.65116,1.3543,0.0917399
-1.50241,3.65116,1.3543,0.0238316
-1.50242,3.65115,1.3543,0.507718
-1.50242,3.65115,1.3543,0.120058
-1.50242,3.65115,1.3543,0.0272825
-1.50242,3.65114,1.3543,0.0437802
-1.50242,3.65114,1.35431,0.00534938
-1.50242,3.65114,1.35431,0.106626
-1.50242,3.65114,1.35431,0.273871
-1.50242,3.65115,1.35431,0.342322
-2.85838,2.00134,-7.01713,9.884
-2.8381,2.00134,-7.01713,0.10497
-2.83808,2.00134,-7.01713,15.011
-1.01154,0.445245,3.35621,11.684
-1.00667,0.445245,3.35621,0.0752349
-1.00668,0.445218,3.35623,13.2408
-2.59457,0.71578,-3.4154,11.139
-2.5906,0.71578,-3.4154,0.0645928
-2.5906,0.715825,-3.4154,13.7964
-3.04458,1.86842,3.80487,2.712
-3.02731,1.86842,3.80487,0.127484
-3.02734,1.86834,3.80484,22.1605
-2.96809,1.91949,4.71836,11.139
-2.94302,1.91949,4.71836,0.103182
-2.94302,1.91945,4.71834,13.7578
-3.79275,4.68543,-8.56258,2.197
-3.76288,4.68543,-8.56258,0.927373
-3.76287,4.6855,-8.56251,21.8756
-3.34791,5.05894,-8.47266,9.884
-3.33535,5.05894,-8.47266,0.165239
-3.33535,5.05889,-8.47266,14.9508
-0.293415,0.391137,6.46601,9.884
-0.290692,0.391137,6.46601,0.858179
-0.290662,0.391143,6.46598,14.2578
-1.95759,2.90681,-0.847426,9.884
-1.93994,2.90681,-0.847426,0.0963907
-1.93993,2.90686,-0.847451,15.0196
-2.94921,1.60055,-6.41839,9.884
-2.94019,1.60055,-6.41839,0.473441
-2.94021,1.60056,-6.41834,14.6426
-2.93514,1.9165,-7.07306,9.884
-2.88415,1.9165,-7.07306,0.856701
-2.88419,1.91649,-7.07304,14.2593
-0.545629,0.125019,7.77676,9.884
-0.484394,0.125019,7.77676,0.824809
-0.484396,0.125003,7.77673,14.2912
-3.8548,-1.76263,-8.54759,9.884
-3.84298,-1.76263,-8.54759,0.778059
-3.84297,-1.76259,-8.54763,14.3379
-2.14988,1.97339,0.373297,11.684
-2.12317,1.97339,0.373297,0.86976
-2.12317,1.97342,0.373322,12.4462
-2.91351,1.23468,-5.20234,2.712
-2.90514,1.23468,-5.20234,0.115512
-2.90515,1.23477,-5.2023,22.1725
-1.80231,3.38651,1.49554,2.712
-1.75738,3.38651,1.49554,0.522972
-1.75735,3.38647,1.49562,21.765
-2.41292,2.49359,5.0841,2.197
-2.41086,2.49359,5.0841,0.869923
-2.41081,2.49365,5.08406,0.132601
-2.41076,2.49367,5.08399,0.4462
-2.41068,2.49365,5.08398,21.3543
-4.51305,-0.626469,-8.82966,11.684
-4.49902,-0.626469,-8.82966,0.0240309
-4.49905,-0.626439,-8.82965,13.292
-2.91519,2.11375,-4.57529,9.884
-2.88009,2.10928,-4.5834,0.519618
-2.88006,2.10927,-4.58343,14.5964
-3.04416,1.36377,-7.24449,9.884
-3.03307,1.36377,-7.24449,0.419455
-3.03306,1.3638,-7.24445,14.6965
3.79234,-0.0617803,2.46349,11.139
3.81742,-0.0617803,2.46349,0.794491
3.81743,-0.0618198,2.46347,13.0665
-2.7145,0.895563,-6.96246,9.884
-2.62095,0.895563,-6.96246,0.226962
-2.62099,0.895533,-6.96245,14.889
-0.441563,0.0466101,7.92666,11.684
-0.400079,0.0466101,7.92666,0.0109989
-0.400051,0.0466234,7.92666,13.305
-4.75137,2.90236,-8.96883,9.884
-4.73203,2.90236,-8.96883,1.40946
-4.73198,2.90239,-8.96882,13.7065
3.91147,0.194667,2.55839,9.884
3.91963,0.194667,2.55839,0.92693
3.91959,0.194665,2.55841,14.1891
3.76759,-0.259098,-0.38291,9.884
3.77023,-0.259098,-0.38291,0.165521
3.77026,-0.259119,-0.382937,14.9505
-2.51699,2.19251,-1.21016,11.139
-2.45866,2.19251,-1.21016,0.464243
-2.45867,2.19247,-1.21013,13.3968
-2.98969,1.68379,-6.06255,9.884
-2.98907,1.68379,-6.06255,0.121917
-2.98906,1.6838,-6.0625,1.18228
-2.98907,1.68377,-6.06247,13.8118
-2.79057,0.999483,-4.32031,11.684
-2.78709,0.999483,-4.32031,0.267879
-2.78708,0.999519,-4.32029,13.0481
-3.19303,2.03072,3.61526,11.684
-3.15477,2.03072,3.61526,1.24034
-3.15473,2.0307,3.61527,12.0757
0.110032,2.04671,8.02736,11.139
0.119841,2.04671,8.02736,1.0055
0.119866,2.04668,8.02739,12.8555
-2.2772,0.650334,-2.0584,2.197
-2.25846,0.650334,-2.0584,1.75692
-2.2584,0.65029,-2.05847,21.0461
-0.4309,0.096399,8.06355,0.074
-0.384867,0.096399,8.06355,0.431608
-0.384828,0.0964252,8.06348,24.4944
-0.248801,0.0821449,8.27951,9.884
-0.241578,0.0821449,8.27951,0.433391
-0.241592,0.0821306,8.27955,14.6826
-2.66366,1.09002,-3.08206,9.884
-2.65628,1.09002,-3.08206,0.0970997
-2.65627,1.08997,-3.08208,15.0189
-3.54858,0.102831,0.35547,9.884
-3.53625,0.102831,0.35547,0.0299446
-3.53628,0.102806,0.355504,15.0861
-1.49307,6.12507,-8.63784,2.712
-1.4738,6.12507,-8.63784,1.27955
-1.47379,6.12505,-8.63774,21.0084
-2.97988,2.02646,-5.17866,11.684
-2.96805,2.02646,-5.17866,0.0711811
-2.96807,2.0265,-5.17864,13.2448
-2.22516,0.239741,-2.61964,11.139
-2.21428,0.239741,-2.61964,0.0354473
-2.2143,0.23975,-2.61962,13.8256
-2.41851,2.1983,-8.21452,2.197
-2.40021,2.1983,-8.21452,0.124848
-2.40021,2.19822,-8.21448,22.6782
-3.74264,1.94146,2.04869,11.139
-3.73581,1.94146,2.04869,0.256037
-3.73581,1.94144,2.04869,13.605
-0.614176,1.16796,7.13142,9.884
-0.585409,1.16796,7.13142,0.699924
-0.585429,1.168,7.13139,14.4161
-1.95543,0.875899,2.2594,2.472
-1.94454,0.875899,2.2594,0.931343
-1.94447,0.875968,2.25939,21.5967
3.78884,-0.286684,0.477741,11.139
3.79163,-0.289636,0.478553,0.0125335
3.79165,-0.289615,0.478532,13.8485
-0.761696,0.638291,7.96425,9.884
-0.75541,0.638291,7.96425,0.0572637
-0.755384,0.638264,7.96428,15.0587
-3.74728,1.6543,1.70417,9.884
-3.71317,1.6543,1.70417,0.219093
-3.71315,1.65434,1.70419,14.8969
3.89966,-0.381125,-0.398276,9.884
3.94682,-0.381125,-0.398276,0.78892
3.94678,-0.381131,-0.398278,14.3271
-1.07963,0.509494,3.68989,11.139
-1.06815,0.509494,3.68989,0.210542
-1.06818,0.509464,3.68987,13.6505
-0.321566,-0.0179629,7.14602,2.712
-0.320826,-0.0179629,7.14602,0.0796456
-0.320845,-0.0179022,7.14595,0.616576
-0.320848,-0.0178518,7.14587,0.0250808
-0.320863,-0.0178212,7.14578,0.294335
-0.320873,-0.017826,7.1457,0.30139
-0.320874,-0.0178657,7.14562,1.46986
-0.320815,-0.017826,7.14557,1.49525
-0.320793,-0.0177583,7.14554,0.706026
-0.320792,-0.0176984,7.14557,0.796467
-0.320796,-0.0176404,7.1456,0.153692
-0.320754,-0.0175981,7.1456,0.277557
-0.320696,-0.0176013,7.14562,0.487212
-0.32065,-0.0175966,7.14565,0.0633411
-0.320619,-0.0175741,7.14568,15.5216
-2.89708,1.94596,-6.87312,11.139
-2.87634,1.94596,-6.87312,0.114685
-2.87632,1.94599,-6.87315,13.7463
-3.22908,2.08013,4.3199,1.737
-3.2234,2.08013,4.3199,0.608195
-3.22331,2.08017,4.31987,22.6548
-1.97986,2.31621,0.666007,2.197
-1.97931,2.31621,0.666007,1.60044
-1.97932,2.31615,0.665936,0.195088
-1.97931,2.31611,0.665861,0.887467
-1.97925,2.31613,0.665814,0.653229
-1.97924,2.3162,0.665828,1.10122
-1.97924,2.31628,0.665845,0.08325
-1.97923,2.31634,0.665866,0.898018
-1.97925,2.3164,0.665846,0.184409
-1.97929,2.31644,0.665809,0.0307424
-1.97934,2.31645,0.665769,0.273331
-1.9794,2.31647,0.665758,0.188244
-1.97946,2.31648,0.665777,1.23284
-1.97945,2.3165,0.665817,0.194154
-1.97935,2.31652,0.665845,0.122325
-1.97932,2.31653,0.66587,0.216887
-1.97935,2.31653,0.665833,1.18395
-1.97937,2.31657,0.665814,0.164731
-1.97941,2.31659,0.6658,0.47235
-1.97944,2.31662,0.66579,0.700141
-1.97945,2.31666,0.665786,0.723122
-1.97947,2.31669,0.665799,0.323841
-1.97948,2.31671,0.665777,0.702618
-1.97946,2.31673,0.665758,0.269152
-1.97943,2.31673,0.665752,0.682331
-1.9794,2.31675,0.665741,0.908024
-1.97939,2.31677,0.665739,8.8111
-2.97672,1.71445,3.44574,2.712
-2.95214,1.71445,3.44574,0.177612
-2.95214,1.71453,3.44573,22.1104
-3.24764,2.17827,3.69366,0.00701
-3.23285,2.17827,3.69366,11.684
-3.21647,2.16028,3.69638,0.362143
-3.21644,2.16031,3.69636,12.6564
-3.23285,2.17827,3.69366,0.290414
1.71093,2.54619,-5.3218,11.139
1.74085,2.54619,-5.3218,0.0469516
1.74083,2.54622,-5.32179,13.814
-1.36345,0.615182,3.1945,11.684
-1.28278,0.615182,3.1945,0.123816
-1.28277,0.61521,3.19453,13.1922
-1.54944,1.57363,3.14706,9.884
-1.542,1.57363,3.14706,0.291228
-1.54199,1.57368,3.14708,14.8248
-2.28403,2.65375,-1.09317,11.139
-2.26078,2.65375,-1.09317,0.191687
-2.26076,2.65378,-1.09319,13.6693
-0.306096,0.250046,2.39249,11.684
-0.276797,0.250046,2.39249,0.0265741
-0.276816,0.250085,2.39249,13.2894
-0.22398,3.68104,-0.595244,11.139
-0.212874,3.68104,-0.595244,0.706532
-0.212876,3.681,-0.595257,13.1545
-2.84379,1.07532,-6.55823,2.712
-2.83341,1.08337,-6.55738,0.883898
-2.83336,1.08329,-6.55741,21.4041
-1.24622,3.36471,0.00508367,9.884
-1.20441,3.36471,0.00508367,0.988293
-1.20439,3.36471,0.00504079,14.1277
-2.14303,2.77076,1.87968,9.884
-2.12462,2.77076,1.87968,1.468
-2.12463,2.77078,1.87963,13.648
-0.73233,1.34604,7.51254,11.684
-0.722946,1.34604,7.51254,0.0884208
-0.722916,1.34607,7.51257,13.2276
-4.85158,2.36797,-8.94028,11.139
-4.84378,2.36797,-8.94028,0.103678
-4.84382,2.36797,-8.9403,13.7573
-2.98431,1.98978,-4.91091,9.884
-2.97509,1.98978,-4.91091,0.37388
-2.97508,1.98979,-4.91086,14.7421
-2.64924,1.55656,-2.92841,9.884
-2.63269,1.55656,-2.92841,0.32947
-2.63269,1.55656,-2.92845,14.7865
-1.78295,3.25534,0.951135,11.139
-1.75602,3.25534,0.951135,0.330753
-1.75599,3.25535,0.951167,13.5302
1.98453,2.36363,-8.2514,11.139
1.99086,2.36363,-8.2514,0.230597
1.99087,2.36367,-8.25138,13.6304
-2.99056,1.77221,-5.37529,11.684
-2.96032,1.77221,-5.37529,1.67111
-2.9603,1.77218,-5.37531,11.6449
-1.0843,0.802656,6.0492,9.884
-1.06762,0.802656,6.0492,0.317964
-1.06758,0.802671,6.04919,14.798
-1.01759,2.72268,5.44715,11.139
-1.01525,2.72268,5.44715,0.0423959
-1.01526,2.72265,5.44718,13.8186
-2.19665,2.43564,1.2845,9.884
-2.13219,2.43564,1.2845,0.0654782
-2.13217,2.43568,1.28452,15.0505
-1.41645,0.255158,-0.414467,11.684
-1.41052,0.255158,-0.414467,0.11803
-1.4105,0.255186,-0.414492,13.198
-0.905081,1.00447,6.48546,11.684
-0.859268,1.00447,6.48546,0.170069
-0.85927,1.0045,6.48546,13.1459
-2.662,2.14136,5.20682,11.139
-2.62644,2.14136,5.20682,0.0735168
-2.62641,2.14139,5.20681,13.7875
-1.87175,2.25603,1.18564,11.684
-1.86744,2.25603,1.18564,0.5317
-1.8674,2.25605,1.18564,12.7843
3.74847,-0.129267,-2.0916,11.684
3.74888,-0.129267,-2.0916,0.975109
3.7489,-0.129301,-2.09158,0.965861
3.74892,-0.129327,-2.09156,0.805983
3.74894,-0.12933,-2.09154,1.01338
3.74896,-0.129319,-2.09153,9.55566
-2.48332,0.589978,-2.41154,11.684
-2.46106,0.589978,-2.41154,0.981373
-2.46105,0.59002,-2.41153,12.3346
-2.6558,-2.77802,-8.89659,11.684
-2.61761,-2.77802,-8.89659,0.145957
-2.61763,-2.77805,-8.89661,13.17
-2.6567,1.43197,-3.07721,11.139
-2.65549,1.43197,-3.07721,2.54255
-2.65547,1.43194,-3.0772,11.3185
-2.18487,2.85544,1.69011,9.884
-2.17632,2.85544,1.69011,0.895783
-2.17635,2.85549,1.69013,14.2202
-3.75106,1.3545,-0.24607,9.884
-3.72741,1.3545,-0.24607,0.596636
-3.7274,1.35447,-0.246035,14.5194
-2.50452,2.66831,-4.73072,11.684
-2.46971,2.66831,-4.73072,0.0273932
-2.46971,2.6683,-4.73076,13.2886
-3.83214,2.4297,-0.699652,2.712
-3.80315,2.4297,-0.699652,0.765407
-3.80317,2.42975,-0.699731,21.5226
-3.04797,1.46353,-7.15115,11.684
-3.04262,1.46353,-7.15115,0.0966052
-3.04259,1.4635,-7.15115,13.2194
-2.99926,1.68797,-7.43998,11.139
-2.97466,1.68797,-7.43998,0.23845
-2.97463,1.68797,-7.44001,13.6226
-1.68304,3.38856,1.73486,11.139
-1.67798,3.38856,1.73486,1.66008
-1.67796,3.38858,1.73489,12.2009
-1.52001,0.985485,6.06799,11.684
-1.49026,0.985485,6.06799,0.525812
-1.49024,0.985477,6.06802,12.7902
3.79957,-0.164285,-0.703099,9.884
3.80442,-0.164285,-0.703099,0.949771
3.80446,-0.164256,-0.703114,14.1662
-3.4948,-1.19946,1.59165,11.139
-3.4847,-1.19946,1.59165,0.801572
-3.48469,-1.19949,1.59168,13.0594
-3.19018,5.19059,-8.65988,9.884
-3.14112,5.19059,-8.65988,0.376368
-3.14108,5.19059,-8.65984,14.7396
-2.74348,1.42165,4.9126,0.232
-2.74347,1.42165,4.9126,0.0255861
-2.74346,1.42167,4.91259,0.0361758
-2.74345,1.42168,4.91258,0.00734544
-2.74345,1.42168,4.91258,0.816336
-2.74344,1.42169,4.91256,0.424199
-2.74344,1.42171,4.9125,0.144607
-2.74343,1.42172,4.91242,0.0931442
-2.74342,1.42169,4.91234,0.129654
-2.74338,1.42163,4.91233,1.44111
-2.74332,1.42168,4.91227,0.643272
-2.74328,1.42175,4.91223,0.611823
-2.74325,1.42182,4.91219,0.304162
-2.74322,1.42187,4.91213,0.174924
-2.74321,1.42191,4.91206,0.706609
-2.74322,1.42195,4.91199,0.820103
-2.74324,1.42198,4.91192,0.599606
-2.74323,1.422,4.91185,1.63198
-2.7432,1.42197,4.9118,0.217462
-2.74317,1.42193,4.91179,1.31188
-2.74313,1.42189,4.91181,0.945628
-2.74312,1.42185,4.91182,0.0945644
-2.74308,1.42182,4.91189,0.0467392
-2.74311,1.4218,4.91192,0.130035
-2.74314,1.42178,4.91193,0.0957365
-2.74318,1.42177,4.91196,0.0299431
-2.74322,1.42177,4.91198,0.0236973
-2.74326,1.42177,4.912,0.0269617
-2.74329,1.42177,4.91202,0.917368
-2.74332,1.42174,4.91201,0.26942
-2.74333,1.42171,4.91199,0.0550589
-2.74333,1.42169,4.91196,0.479364
-2.74334,1.42166,4.91194,0.0937203
-2.74336,1.42166,4.91194,1.47769
-2.74334,1.42168,4.91196,0.153691
-2.74334,1.4217,4.91199,0.0330735
-2.74332,1.4217,4.912,0.938363
-2.7433,1.42172,4.912,0.0359832
-2.74329,1.42174,4.91201,0.0840827
-2.74331,1.42175,4.91202,8.69691
-3.44672,2.33056,3.15855,0.407
-3.44452,2.33056,3.15855,0.0305693
-3.44451,2.33063,3.15858,24.5624
-2.23935,2.27592,5.67304,11.139
-2.21146,2.27592,5.67304,0.0735536
-2.21148,2.27594,5.67303,13.7874
-1.0161,2.4059,6.28563,2.712
-0.990256,2.4059,6.28563,0.648898
-0.990282,2.40586,6.28564,21.6391
-0.311142,0.289038,2.70941,11.139
-0.307898,0.289038,2.70941,0.0623318
-0.307931,0.289054,2.70942,13.7987
-1.50944,0.894061,3.00606,11.139
-1.50147,0.894061,3.00606,0.733525
-1.50146,0.894063,3.00602,13.1275
-0.51353,1.67732,7.94148,11.684
-0.507153,1.67732,7.94148,7.9368
-0.507134,1.6773,7.94145,5.3792
3.79975,-0.209775,0.030576,2.197
3.81958,-0.209775,0.030576,1.37301
3.81962,-0.209858,0.0306167,21.43
-1.34615,3.38271,-0.293066,11.139
-1.33956,3.38271,-0.293066,0.453871
-1.33958,3.38274,-0.293095,13.4071
-0.81136,1.96867,6.69313,2.712
-0.795407,1.96867,6.69313,0.50153
-0.795377,1.96871,6.69313,21.7865
-0.982612,0.401528,4.84269,2.712
-0.937011,0.401528,4.84269,1.28885
-0.936983,0.40145,4.84264,20.9991
-2.89846,1.83757,-8.1187,2.712
-2.88778,1.83757,-8.1187,1.02859
-2.88772,1.83764,-8.11866,21.2594
-1.38838,0.679266,3.27175,2.472
-1.34943,0.679266,3.27175,0.236967
-1.34934,0.679288,3.27176,22.291
-2.38934,2.12129,5.64514,9.884
-2.37736,2.12129,5.64514,0.502696
-2.37739,2.12128,5.6451,14.6133
1.81608,2.42404,-2.75112,11.139
1.81784,2.42404,-2.75112,0.350749
1.81785,2.42402,-2.7511,0.0679178
1.81785,2.42399,-2.75107,0.124721
1.8178,2.424,-2.75106,0.870138
1.81778,2.42397,-2.75104,0.252658
1.81778,2.42395,-2.75107,4.8334
1.81777,2.42393,-2.7511,7.36142
-0.652813,3.75166,-1.77413,11.684
-0.649559,3.75166,-1.77413,0.879594
-0.649541,3.75168,-1.77416,12.4364
-3.5579,-0.697377,1.0434,9.884
-3.54332,-0.697377,1.0434,0.900727
-3.5433,-0.697387,1.04336,14.2153
-4.90161,2.08427,-8.5977,11.139
-4.88787,2.08427,-8.5977,0.633309
-4.88786,2.08431,-8.59769,13.2277
-4.75211,-0.0723358,-8.87104,11.139
-4.7071,-0.0723358,-8.87104,0.214718
-4.70707,-0.0723716,-8.87104,13.6463
-2.86534,1.18698,-5.9848,9.884
-2.83971,1.18148,-6.00442,1.00471
-2.83971,1.18147,-6.00447,14.1113
-2.98147,1.81279,4.55961,9.884
-2.97491,1.81279,4.55961,0.0106865
-2.97486,1.8128,4.55959,15.1053
-3.50515,-1.38888,1.58508,11.139
-3.49782,-1.38888,1.58508,0.306055
-3.4978,-1.38883,1.58508,13.5549
-0.701359,0.500666,7.36501,9.884
-0.690681,0.500666,7.36501,0.0667302
-0.690678,0.500676,7.36505,15.0493
-2.32168,1.82485,-2.88903,11.684
-2.2699,1.82485,-2.88903,0.141622
-2.2699,1.82489,-2.88901,13.1744
3.93323,0.0238225,0.029168,11.139
3.93589,0.0238225,0.029168,0.110572
3.93592,0.0238268,0.0291345,13.7504
2.56858,3.22094,3.52277,11.684
2.63241,3.18749,3.49746,0.0522418
2.63242,3.18746,3.49743,13.2638
-2.14536,2.11162,0.186362,11.684
-2.14453,2.11162,0.186362,0.086464
-2.1445,2.1116,0.186338,13.2295
-2.22065,1.11474,1.83935,11.139
-2.16408,1.11474,1.83935,0.0736315
-2.16407,1.11476,1.83932,13.7874
-1.8407,5.99968,-8.92392,11.684
-1.82546,5.99968,-8.92392,0.564653
-1.82547,5.99968,-8.92389,12.7513
-3.0391,1.81606,3.7408,1.796
-3.03642,1.81606,3.7408,5.69398
-3.03637,1.8161,3.7408,17.51
-0.7991,2.90347,4.86188,9.884
-0.786921,2.90347,4.86188,0.381457
-0.786917,2.90345,4.86189,14.7345
-3.55063,0.010385,0.41618,9.884
-3.53305,0.010385,0.41618,0.0233641
-3.53304,0.010369,0.416137,15.0926
-1.2518,3.49636,-0.5256,9.884
-1.24729,3.49636,-0.5256,0.0747846
-1.24725,3.49634,-0.525584,15.0412
-2.755,1.30812,-3.45693,9.884
-2.73229,1.30812,-3.45693,0.164462
-2.73224,1.30813,-3.45691,14.9515
-4.66481,-0.363881,-8.72601,11.139
-4.65003,-0.363881,-8.72601,0.782157
-4.65005,-0.36385,-8.72604,13.0788
-1.59183,3.60728,-1.93987,11.139
-1.58879,3.60728,-1.93987,0.594114
-1.58877,3.60731,-1.93989,13.2669
-2.41488,0.542207,-4.45054,11.684
-2.39906,0.542207,-4.45054,0.951887
-2.39904,0.542215,-4.45057,12.3641
-0.117642,3.63407,-0.114295,9.884
-0.094822,3.63407,-0.114295,0.25233
-0.0947829,3.63404,-0.114279,14.8637
-0.669687,0.589503,7.15246,11.684
-0.668919,0.589503,7.15246,0.181328
-0.668896,0.589519,7.15243,13.1347
-3.41394,1.99474,3.01128,11.139
-3.39753,1.99476,3.0113,13.861
-3.4091,2.40321,3.18133,11.139
-3.37734,2.40321,3.18133,0.0648005
-3.37733,2.40318,3.1813,13.7962
3.92035,0.00549741,1.41188,11.684
3.93792,0.00549741,1.41188,0.76446
3.93796,0.00550541,1.41188,12.5515
-3.79592,1.67908,0.88243,2.712
-3.78485,1.67908,0.88243,0.376148
-3.78483,1.6791,0.882339,21.9119
-2.83253,2.56546,-5.11656,2.197
-2.78942,2.56546,-5.11656,0.237828
-2.78935,2.56547,-5.1165,22.5652
-3.11122,2.22344,4.46358,0.245
-3.09404,2.22344,4.46358,0.277715
-3.09402,2.22337,4.46351,24.4773
0.92002,2.70455,-2.01076,0.57
0.994562,2.70455,-2.01076,0.228238
0.994593,2.7045,-2.01067,24.2018
-4.02135,-1.4787,-8.53169,9.884
-4.01895,-1.4787,-8.53169,0.722028
-4.01894,-1.47867,-8.53173,14.394
-2.89139,1.24071,-5.70055,11.139
-2.86713,1.24071,-5.70055,0.584081
-2.86713,1.24074,-5.70055,13.2769
-2.68557,1.66676,-1.26921,0.57
-2.65717,1.66676,-1.26921,0.919737
-2.65713,1.66667,-1.26921,23.5103
-3.80418,2.26681,-0.3146,0.407
-3.79788,2.26681,-0.3146,0.883525
-3.79783,2.26678,-0.314519,23.7095
3.77998,-0.260075,0.249193,11.139
3.80201,-0.260075,0.249193,0.372296
3.80202,-0.260061,0.249152,13.4887
3.83963,-0.338597,-0.252414,9.884
3.84447,-0.338597,-0.252414,0.083628
3.84446,-0.33858,-0.252389,15.0324
-3.76185,2.1069,-0.523142,9.884
-3.75732,2.1069,-0.523142,0.0836486
-3.75736,2.1069,-0.523172,15.0324
-3.21687,-5.41803,3.28136,1.737
-3.2122,-5.41803,3.28136,0.125134
-3.21226,-5.41806,3.28128,23.1379
1.83655,2.515,-5.95068,2.712
1.87815,2.515,-5.95068,2.11158
1.87811,2.51492,-5.95067,20.1764
-3.98514,1.26616,0.336138,9.884
-3.97531,1.26616,0.336138,0.74821
-3.97527,1.26612,0.336157,14.3678
-3.26687,-5.42391,3.58559,11.684
-3.22391,-5.42391,3.58559,0.080696
-3.22388,-5.42392,3.58557,13.2353
-0.701083,0.443739,7.66323,11.139
-0.700958,0.443739,7.66323,0.400056
-0.700932,0.443794,7.66319,0.0105024
-0.700899,0.443785,7.66321,0.0476236
-0.700886,0.443777,7.66324,0.41988
-0.700878,0.443809,7.66327,0.208406
-0.700868,0.443848,7.66328,0.463474
-0.700883,0.443833,7.66331,0.0778254
-0.700926,0.443808,7.66336,0.117656
-0.700917,0.443778,7.66338,0.0993016
-0.700908,0.443746,7.66338,0.070822
-0.700908,0.443713,7.6634,0.14554
-0.700913,0.443695,7.66338,0.126091
-0.700873,0.443687,7.66335,0.111741
-0.700841,0.443679,7.66334,2.02885
-0.700789,0.44365,7.66333,0.0222388
-0.700769,0.443658,7.66332,0.353527
-0.700749,0.443675,7.66333,0.158787
-0.700731,0.443686,7.66333,0.414116
-0.700716,0.443682,7.66331,8.58456
-1.56477,1.16414,3.04471,11.684
-1.55507,1.16438,3.04292,0.488771
-1.55508,1.16441,3.04292,12.8272
-3.9522,0.947402,0.229192,0.038
-3.94882,0.947402,0.229192,0.406058
-3.94875,0.947452,0.229114,24.5559
-0.716861,1.33757,7.97067,9.884
-0.656486,1.33757,7.97067,0.0976315
-0.656453,1.33761,7.9707,15.0184
-4.77004,2.83045,-8.80549,9.884
-4.75383,2.83045,-8.80549,1.52404
-4.75385,2.83048,-8.80545,13.592
-2.17361,3.00766,1.14796,2.197
-2.16011,3.00766,1.14796,0.976242
-2.1601,3.00772,1.14803,21.8268
-0.509476,2.24114,6.86467,9.884
-0.48102,2.24114,6.86467,0.0689243
-0.481056,2.24112,6.86464,15.0471
-4.2406,3.96038,-8.79053,11.139
-4.2353,3.96038,-8.79053,0.480342
-4.23529,3.96037,-8.79055,13.3807
-3.16702,2.82291,3.10576,11.139
-3.14441,2.82291,3.10576,0.864057
-3.14437,2.82291,3.10575,12.9969
-3.68918,1.35948,-0.260859,9.884
-3.6783,1.35948,-0.260859,1.71809
-3.67829,1.35952,-0.260894,13.3979
-2.86112,1.93399,-4.10203,11.684
-2.71714,1.93399,-4.10203,0.274206
-2.71711,1.93397,-4.102,13.0418
3.90158,-0.0380381,0.051174,11.139
3.9115,-0.0380381,0.051174,1.26566
3.9115,-0.0380594,0.0511758,12.5953
-3.62666,1.89337,2.79903,9.884
-3.62586,1.89337,2.79903,0.0679596
-3.62582,1.89334,2.79902,15.048
-1.87338,3.18823,-1.43528,11.139
-1.86257,3.18823,-1.43528,0.851158
-1.86257,3.1882,-1.43526,13.0098
-0.183228,1.82384,6.97139,11.684
-0.167939,1.82384,6.97139,0.174614
-0.167908,1.82383,6.97138,13.1414
-2.35447,1.68281,-2.6273,11.684
-2.32373,1.68281,-2.6273,0.257585
-2.32375,1.68284,-2.62732,13.0584
-2.68657,1.26502,-2.95914,11.139
-2.66231,1.26502,-2.95914,0.057881
-2.66235,1.26501,-2.95913,13.8031
-0.56049,0.779648,8.54125,0.57
-0.501552,0.779648,8.54125,0.164277
-0.501606,0.779704,8.54119,24.2657
-2.0375,2.68741,4.95555,11.684
-1.98074,2.68741,4.95555,0.187595
-1.98075,2.68744,4.95552,13.1284
